view_id,view_name,publication_id,display_title,series,issue_number,story_or_arc,scope,ownership_status,cover_status,has_source_url,image_source_url,local_image_path,research_priority,notes
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-142,Batman: Legends of the Dark Knight #142,Batman: Legends of the Dark Knight,142,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-143,Batman: Legends of the Dark Knight #143,Batman: Legends of the Dark Knight,143,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-144,Batman: Legends of the Dark Knight #144,Batman: Legends of the Dark Knight,144,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-145,Batman: Legends of the Dark Knight #145,Batman: Legends of the Dark Knight,145,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-146,Batman: Legends of the Dark Knight #146,Batman: Legends of the Dark Knight,146,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-147,Batman: Legends of the Dark Knight #147,Batman: Legends of the Dark Knight,147,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-148,Batman: Legends of the Dark Knight #148,Batman: Legends of the Dark Knight,148,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-149,Batman: Legends of the Dark Knight #149,Batman: Legends of the Dark Knight,149,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-150,Batman: Legends of the Dark Knight #150,Batman: Legends of the Dark Knight,150,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-151,Batman: Legends of the Dark Knight #151,Batman: Legends of the Dark Knight,151,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-152,Batman: Legends of the Dark Knight #152,Batman: Legends of the Dark Knight,152,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
